State,County,Year,number,percent,lower confidence limit,upper confidence limit,age-adjusted percent,age-adjusted lower confidence limit,age-adjusted upper confidence limit
Missouri,Monroe County,2013,2023,30.8,24.7,37.6,30.5,23.9,37.9
Missouri,Montgomery County,2013,3034,33.9,26.6,41.5,33.8,26.1,42
Missouri,Morgan County,2013,4372,28.3,22.6,34.4,28,21.7,34.7
Missouri,New Madrid County,2013,4507,33.1,26.1,40.7,32.9,25.6,41
Missouri,Newton County,2013,13714,32,25.7,38.4,32,25.4,38.8
Missouri,Nodaway County,2013,5130,29.7,24.3,35.5,29.9,24.5,35.6
Missouri,Oregon County,2013,2693,32.4,26.2,39.4,32.2,25.3,39.9
Missouri,Osage County,2013,3365,33.3,26.1,40.5,33,25.4,40.6
Missouri,Ozark County,2013,2515,33.4,26,40.8,33.4,25.1,41.7
Missouri,Pemiscot County,2013,4326,34.4,27.5,42.2,34.3,27,42.5
Missouri,Perry County,2013,4637,33,25.8,40.9,32.8,25.4,41.2
Missouri,Pettis County,2013,11159,36.5,30.1,43,36.4,29.8,43.3
Missouri,Phelps County,2013,8961,27,21.4,33.1,26.9,21.2,33.2
Missouri,Pike County,2013,4086,28.8,23.4,35.4,28.5,22.7,35.4
Missouri,Platte County,2013,21093,30.8,25.7,36,30.3,25.2,35.6
Missouri,Polk County,2013,6566,29.4,23.2,36.4,29.2,22.6,36.5
Missouri,Pulaski County,2013,10527,28.4,22.3,34.7,28.8,23.1,34.7
Missouri,Putnam County,2013,1183,31.9,25.6,39.1,31.9,25,39.7
Missouri,Ralls County,2013,2509,32.6,26.3,39.6,32.2,25.4,39.7
Missouri,Randolph County,2013,6189,33,27.2,39.3,32.9,26.9,39.4
Missouri,Ray County,2013,5922,34.8,27.8,42.2,34.5,27,42.4
Missouri,Reynolds County,2013,1653,32.6,25.5,41.1,32.7,24.8,41.9
Missouri,Ripley County,2013,3610,34.3,27.9,41.7,34.4,27.5,42.2
Missouri,St. Charles County,2013,68183,25,21.6,28.5,24.5,21.1,28.1
Missouri,St. Clair County,2013,2144,28.6,22.1,36,28.3,21.3,36.4
Missouri,Ste. Genevieve County,2013,4062,30.1,23.6,37,29.5,22.5,36.8
Missouri,St. Francois County,2013,16573,32.8,27.6,38.1,32.6,27.2,38.1
Missouri,St. Louis County,2013,217634,29,27.1,30.8,28.9,26.9,30.9
Missouri,Saline County,2013,6431,37.6,31.5,43.8,37.7,31.3,44.5
Missouri,Schuyler County,2013,954,30.3,23.3,38,30.2,22.6,38.5
Missouri,Scotland County,2013,1058,31.2,25,38.5,31.2,24.5,39
Missouri,Scott County,2013,10529,36.5,30.2,43,36.6,29.7,43.3
Missouri,Shannon County,2013,1847,29.7,23.1,36.7,29.2,22.2,36.9
Missouri,Shelby County,2013,1509,33.1,26.2,40.3,33,25.5,41.1
Missouri,Stoddard County,2013,7413,32.8,26.7,39.5,32.8,26.2,39.9
Missouri,Stone County,2013,8383,33.2,26.7,39.7,33.3,25.8,40.9
Missouri,Sullivan County,2013,1714,35.7,28,43.9,35.6,27.6,44.2
Missouri,Taney County,2013,12524,30.9,24.7,37.2,31,24.5,37.9
Missouri,Texas County,2013,6371,32.6,26.6,38.9,32.4,25.8,39
Missouri,Vernon County,2013,4594,30.3,23.4,37.2,30,22.8,37.6
Missouri,Warren County,2013,6899,28.4,22.5,35.6,27.9,21.7,35.3
Missouri,Washington County,2013,6309,33.6,26.7,41.8,33.2,26.1,41.8
Missouri,Wayne County,2013,3754,36.1,29.9,43.6,36.2,29.2,44.3
Missouri,Webster County,2013,8711,33.8,27.2,41.4,33.4,26.7,41.2
Missouri,Worth County,2013,489,30.2,23.4,37.9,30.1,22.6,38.6
Missouri,Wright County,2013,4194,31.4,25,38.2,31.2,24.5,38.4
Missouri,St. Louis city,2013,82880,33.8,30.9,36.8,33.7,30.8,36.6
Montana,Beaverhead County,2013,1739,24.2,20,28.6,23.6,19.2,28.5
Montana,Big Horn County,2013,3255,38.8,34.7,43.3,39,34.9,43.7
Montana,Blaine County,2013,1579,35.6,32,39.5,35.7,31.9,39.8
Montana,Broadwater County,2013,1327,30.4,24.6,36.4,30,23.8,36.5
Montana,Carbon County,2013,1953,24,19.9,28.8,23,18.5,28.2
Montana,Carter County,2013,237,25,19.4,31.5,24.1,18.1,31.3
Montana,Cascade County,2013,17465,28.2,26,30.4,28.2,25.9,30.5
Montana,Chouteau County,2013,1120,26.2,21.2,31.7,25.9,20.7,32
Montana,Custer County,2013,2755,30.6,26.2,35.1,30.7,26.1,35.4
Montana,Daniels County,2013,356,25.5,20,31.3,25,18.9,31.7
Montana,Dawson County,2013,2187,30.9,26.1,35.9,30.7,25.7,36
Montana,Deer Lodge County,2013,1927,25.9,21.6,30.6,25.5,20.8,30.5
Montana,Fallon County,2013,619,27.7,21.6,34,27.4,21.1,33.9
Montana,Fergus County,2013,2333,26,21.8,30.3,25.3,20.9,29.9
Montana,Flathead County,2013,16209,23.1,20.9,25.4,22.6,20.3,25.1
Montana,Gallatin County,2013,11071,15.5,13.7,17.4,15.6,13.8,17.5
Montana,Garfield County,2013,248,25.9,20.2,33,25.2,19.1,32.9
Montana,Glacier County,2013,3110,34.2,30.8,37.7,33.9,30.4,37.5
Montana,Golden Valley County,2013,161,24.4,18.8,30.7,23.5,17.6,30.2
Montana,Granite County,2013,755,29,23.4,35.8,28.5,22.3,36.2
Montana,Hill County,2013,3875,33.4,31.1,35.9,33.3,30.9,36
Montana,Jefferson County,2013,2416,27.5,22.9,32.3,26.3,21.5,31.4
Montana,Judith Basin County,2013,461,28.8,22.3,36.1,28.3,21.1,36.3
Montana,Lake County,2013,5875,27.7,25.7,29.7,28.1,25.8,30.4
Montana,Lewis and Clark County,2013,12010,24.3,21.7,27,23.9,21.2,26.7
Montana,Liberty County,2013,480,26.5,20.4,33.7,26,19.6,33.8
Montana,Lincoln County,2013,4447,28.8,25.3,32.5,28.2,24.3,32.2
Montana,McCone County,2013,317,23.8,19,29.3,23,18,28.9
Montana,Madison County,2013,1370,21.7,17.7,25.8,20.6,16.3,25.2
Montana,Meagher County,2013,362,23.9,18.7,30.3,23.1,17.3,30.1
Montana,Mineral County,2013,946,27.7,22.6,33.1,27.3,21.6,33.5
Montana,Missoula County,2013,19134,22.2,20.3,24.5,22.2,20.3,24.5
Montana,Musselshell County,2013,988,27.5,22.6,33.5,27,21.4,33.8
Montana,Park County,2013,2807,22.6,18.8,26.4,21.9,17.8,26.1
Montana,Petroleum County,2013,93,24.6,18.3,31.8,23.5,16.8,31.5
Montana,Phillips County,2013,907,29,23.8,34.2,28.4,23.2,34.4
Montana,Pondera County,2013,1340,29.4,24.2,34.9,29.2,23.8,35
Montana,Powder River County,2013,383,27.3,21.8,33.1,26.8,20.8,32.9
Montana,Powell County,2013,1599,28,22.2,34.5,27.6,21.5,34.3
Montana,Prairie County,2013,249,26.2,20.3,32.5,25.9,19.3,33.3
Montana,Ravalli County,2013,7341,23.3,19.9,26.5,22.5,18.8,26.1
Montana,Richland County,2013,2529,30.7,26.3,35.1,30.3,25.7,34.9
Montana,Roosevelt County,2013,2712,36.9,33,40.9,36.8,32.8,40.8
Montana,Rosebud County,2013,2271,35.6,32.2,39.3,35.5,31.8,39.4
Montana,Sanders County,2013,2421,26.8,22.8,31.1,25.9,21.7,30.7
Montana,Sheridan County,2013,845,29.8,24.6,35.5,29.3,23.7,35.6
Montana,Silver Bow County,2013,6735,25.5,22.8,28.3,25.1,22.3,28.1
Montana,Stillwater County,2013,1537,21.8,17.4,26.4,20.9,16.3,25.7
Montana,Sweet Grass County,2013,667,24.3,19.3,30.2,23.6,18.4,30.1
Montana,Teton County,2013,1205,26.7,21.9,31.8,26.3,21.2,31.8
Montana,Toole County,2013,1061,26.5,21.4,32,26.2,20.9,32
Montana,Treasure County,2013,146,25.6,19.5,32,24.9,18.2,32
Montana,Valley County,2013,1672,29.2,25,33.7,29.1,24.5,34.5
Montana,Wheatland County,2013,400,25.3,19.2,32.1,24.9,18.4,32
Montana,Wibaux County,2013,228,26.6,20.2,33.3,26,19.2,33.6
Montana,Yellowstone County,2013,28714,25.1,23.3,26.9,24.7,22.9,26.5
Nebraska,Adams County,2013,7610,33,30.4,35.8,33.1,30.2,35.9
Nebraska,Antelope County,2013,1323,27.6,23.9,31.3,27,22.9,31
Nebraska,Arthur County,2013,94,29.7,24.1,36,29.6,23.5,36.4
Nebraska,Banner County,2013,208,33.5,27,40.6,33.5,26.3,41.4
Nebraska,Blaine County,2013,107,29.1,23,36,28.5,21.7,36.3
Nebraska,Boone County,2013,1270,31.6,27.1,36.4,31.4,26.2,36.7
Nebraska,Box Butte County,2013,2787,33.9,30.2,38.4,33.6,29.7,38.2
Nebraska,Boyd County,2013,534,34.2,28.4,40.2,34.5,27.9,41.7
Nebraska,Brown County,2013,673,30.2,25.3,35,30,24.6,35.5
Nebraska,Buffalo County,2013,10418,30.1,27.4,32.9,30,27.3,32.9
Nebraska,Burt County,2013,1545,31,27,35.1,30.9,26.3,35.4
Nebraska,Butler County,2013,1965,32,28,36.3,32,27.6,36.7
Nebraska,Cass County,2013,6549,35.4,32.4,38.4,34.9,31.8,38.2
Nebraska,Cedar County,2013,1788,28.3,25.6,31.2,28.2,25,31.7
Nebraska,Chase County,2013,902,30.6,26,35.7,30.5,25.6,36.2
Nebraska,Cherry County,2013,1148,26.2,23.7,29,25.8,22.9,28.8
Nebraska,Cheyenne County,2013,2343,31.5,27.3,35.7,31.3,26.9,35.8
Nebraska,Clay County,2013,1539,32.9,28.4,37.8,32.8,27.8,38.5
Nebraska,Colfax County,2013,2240,31.5,27.2,36.2,31.3,26.8,36.2
Nebraska,Cuming County,2013,1954,29.7,25.9,33.7,29.3,25.1,33.9
Nebraska,Custer County,2013,2589,32,28.7,35.4,32,28.5,35.9
Nebraska,Dakota County,2013,5118,35.8,33.3,38.3,35.8,33.3,38.4
Nebraska,Dawes County,2013,1837,27.3,23.5,31.4,27.3,23.3,31.6
Nebraska,Dawson County,2013,5673,33.8,30.4,37.6,33.8,30.1,37.8
Nebraska,Deuel County,2013,447,30.1,24.1,36.9,29.8,23.2,37.3
Nebraska,Dixon County,2013,1336,31.5,27.7,35.3,31.1,26.9,35.2
Nebraska,Dodge County,2013,8849,32.7,29.7,35.7,32.8,29.6,36.1
Nebraska,Douglas County,2013,106997,27.8,26.8,28.9,27.6,26.6,28.7
Nebraska,Dundy County,2013,518,35.3,29.5,41.3,35.7,29.5,42.4
Nebraska,Fillmore County,2013,1459,33.4,28.3,38.2,33.5,28.1,38.8
Nebraska,Franklin County,2013,887,36.7,30.7,43,36.9,30,44.1
Nebraska,Frontier County,2013,716,35.5,29.9,41.4,35.7,29.5,42
Nebraska,Furnas County,2013,1243,33.9,29.1,38.5,33.8,28.4,39.3
Nebraska,Gage County,2013,5608,34.1,31,37.1,34.2,31,37.7
Nebraska,Garden County,2013,503,32.6,26.9,38.5,32.8,26.6,39.7
Nebraska,Garfield County,2013,451,28.4,23.1,34.2,27.7,21.9,34.2
Nebraska,Gosper County,2013,501,34.4,27.9,41.5,34.4,27.2,41.8
Nebraska,Grant County,2013,136,28.3,23,34.2,27.5,22.1,34
Nebraska,Greeley County,2013,597,32.4,27.4,37.7,32.3,26.7,38.3
Nebraska,Hall County,2013,14562,33.9,31.3,36.5,33.7,31,36.5
Nebraska,Hamilton County,2013,2160,32.5,28.2,36.8,32.4,27.8,37.1
Nebraska,Harlan County,2013,858,32.1,26.5,38,31.8,25.5,38.4
Nebraska,Hayes County,2013,246,33.2,26.8,40.6,33,25.7,41.4
Nebraska,Hitchcock County,2013,794,35.9,30.6,41.5,36.3,30.4,42.5
Nebraska,Holt County,2013,2334,30.2,26.7,33.6,29.7,26,33.5
Nebraska,Hooker County,2013,152,26.6,21.9,31.9,26.3,21.1,32.3
Nebraska,Howard County,2013,1376,29.4,25.2,33.6,29.1,24.6,33.9
Nebraska,Jefferson County,2013,2065,36.2,31.8,40.9,36.6,31.9,41.8
Nebraska,Johnson County,2013,1219,30.3,25.5,35.5,29.9,24.9,35.5
Nebraska,Kearney County,2013,1501,31.1,26.1,36.1,31,25.8,36.5
Nebraska,Keith County,2013,1726,27.5,24.8,30.3,27.3,24.2,30.7
Nebraska,Keya Paha County,2013,183,29.6,23.6,36.1,29.2,22.4,36.7
Nebraska,Kimball County,2013,880,31.4,26,36.9,31.2,25.3,37.2
Nebraska,Knox County,2013,1994,31.6,28.8,34.5,31.8,28.6,34.9
Nebraska,Lancaster County,2013,56452,26,24.7,27.3,25.9,24.7,27.3
Nebraska,Lincoln County,2013,8364,31.7,29.7,33.8,31.4,29.2,33.8
Nebraska,Logan County,2013,175,31.1,24,38.2,30.7,23.3,38.4
Nebraska,Loup County,2013,139,30.7,24.4,37.3,30.3,23.3,37.5
Nebraska,McPherson County,2013,113,30.5,24,37.8,29.9,23.1,37.8
Nebraska,Madison County,2013,8308,32.6,30.2,35.2,32.2,29.7,34.9
Nebraska,Merrick County,2013,1881,32.6,28,37.5,32.5,27.6,37.8
Nebraska,Morrill County,2013,1074,30.2,25.4,35.2,29.9,24.8,35.2
Nebraska,Nance County,2013,811,29.8,24.6,35.2,29.8,24.3,35.7
Nebraska,Nemaha County,2013,1879,35.5,30.8,40,35.4,30.4,40.2
Nebraska,Nuckolls County,2013,1138,33.5,29,38,33.6,28.4,38.9
Nebraska,Otoe County,2013,3968,33.9,30.4,37.5,33.7,29.8,37.6
Nebraska,Pawnee County,2013,615,29.8,24.6,35.5,29.7,23.5,36.3
Nebraska,Perkins County,2013,530,24.5,19.9,29.8,24,18.9,29.2
Nebraska,Phelps County,2013,2248,33.4,28.5,38.7,33.4,28.2,39.1
Nebraska,Pierce County,2013,1772,34.1,30.2,38.2,34,29.6,38.5
Nebraska,Platte County,2013,6806,29.3,26.8,31.9,29,26.3,31.8
Nebraska,Polk County,2013,1152,29.5,24.6,34.6,29.2,23.9,34.6
Nebraska,Red Willow County,2013,2605,31.9,28.3,35.5,31.9,28.1,35.9
Nebraska,Richardson County,2013,2310,36.7,32.8,41,36.9,32.3,41.8
Nebraska,Rock County,2013,331,30.3,24.2,36.1,29.6,23.2,36.1
Nebraska,Saline County,2013,3346,33,29.1,37.2,32.9,28.8,37.3
Nebraska,Sarpy County,2013,36010,30.6,28.9,32.6,30.3,28.6,32.2
Nebraska,Saunders County,2013,4345,28.6,25.2,32.4,28.3,24.6,32.4
Nebraska,Scotts Bluff County,2013,9130,33.9,31.6,36.3,34.1,31.6,36.8
Nebraska,Seward County,2013,3594,29.4,26.2,32.8,29.4,25.9,32.9
Nebraska,Sheridan County,2013,1197,30.2,27,33.4,29.9,26.4,33.7
Nebraska,Sherman County,2013,787,33.1,27.7,38.8,32.9,26.8,39.3
Nebraska,Sioux County,2013,320,32.3,26.5,39,31.9,25.4,39.2
Nebraska,Stanton County,2013,1489,34.3,29.3,39.3,34,28.7,39.3
Nebraska,Thayer County,2013,1206,30.2,25.6,35.3,29.7,24.5,35.4
Nebraska,Thomas County,2013,171,32.8,26.9,39.1,32.7,26.1,39.5
Nebraska,Thurston County,2013,1781,41.8,38.1,45.3,42.1,38.2,45.7
Nebraska,Valley County,2013,1018,32.3,27.8,37.2,32.3,27.2,37.8
Nebraska,Washington County,2013,4637,31.5,27.6,35.5,31.1,27,35.1
Nebraska,Wayne County,2013,2011,29.6,25.5,33.6,29.6,25.5,33.7
Nebraska,Webster County,2013,919,32.9,27.7,38.4,33,27.2,39.1
Nebraska,Wheeler County,2013,164,28.1,21.7,34.8,27.4,20.5,35
Nebraska,York County,2013,3469,33.6,29.9,37.3,33.8,29.8,37.8
Nevada,Churchill County,2013,4519,25.5,21.6,29.8,25.7,21.7,30.4
Nevada,Clark County,2013,415234,27.8,26.3,29.3,27.7,26.2,29.3
Nevada,Douglas County,2013,8035,21.4,18.4,24.6,21.5,18,25.3
Nevada,Elko County,2013,11022,30.3,26.7,34,30,26.3,33.8
Nevada,Esmeralda County,2013,174,25.5,19.4,33.8,25.9,19.3,35
Nevada,Eureka County,2013,422,27.2,20.3,35.2,27.3,20.2,35.4
Nevada,Humboldt County,2013,3139,25.7,21,30.8,25.5,20.7,30.6
Nevada,Lander County,2013,1301,30.4,24,37.9,30.5,23.9,38.3
Nevada,Lincoln County,2013,1004,25.9,20.2,32.3,26.3,20.2,33.3
Nevada,Lyon County,2013,11486,29.8,26.5,33.2,30.4,26.9,34.2
Nevada,Mineral County,2013,1011,28,22.3,34.5,28.6,22.3,35.6
Nevada,Nye County,2013,10605,31.5,27.7,35.7,32.7,28.2,37.5
Nevada,Pershing County,2013,1684,31.1,24.2,38.8,31.1,24.1,38.9
Nevada,Storey County,2013,883,26.9,20.5,34,27.2,20,35.3
Nevada,Washoe County,2013,70637,21.8,20.4,23.3,21.7,20.2,23.3
Nevada,White Pine County,2013,2199,28.7,23.3,34.7,28.8,23.2,35.1
Nevada,Carson City,2013,10246,24.6,21.3,28,24.9,21.3,28.7
New Hampshire,Belknap County,2013,14754,31.3,28.8,33.9,31.6,28.6,34.7
New Hampshire,Carroll County,2013,9689,25.2,22.9,27.7,24.9,22.2,27.9
New Hampshire,Cheshire County,2013,16096,27.4,25,30,27.2,24.7,30.2
New Hampshire,Coos County,2013,7844,30.5,27.6,33.3,30.7,27.3,34
New Hampshire,Grafton County,2013,17634,25.3,22.8,27.7,24.9,22.3,27.6
New Hampshire,Hillsborough County,2013,86571,28.5,27,29.9,28.2,26.6,29.7
New Hampshire,Merrimack County,2013,33252,29.5,27.4,31.7,29.5,27.1,31.9
New Hampshire,Rockingham County,2013,59652,26.1,24.4,27.7,25.7,23.9,27.5
New Hampshire,Strafford County,2013,27339,29.1,26.8,31.4,28.9,26.5,31.3
New Hampshire,Sullivan County,2013,9665,28.8,26.2,31.4,28.6,25.8,31.5
New Jersey,Atlantic County,2013,57175,27.6,25.6,29.7,27.2,25.1,29.4
New Jersey,Bergen County,2013,150923,21.5,19.7,23.3,20.9,19.1,22.8
New Jersey,Burlington County,2013,95494,28,26,30.2,27.8,25.6,30
New Jersey,Camden County,2013,114525,30.2,28.1,32.2,29.9,27.8,31.9
New Jersey,Cape May County,2013,21331,27.9,25.4,30.4,28,25.1,30.9
New Jersey,Cumberland County,2013,40145,34.5,32,37.2,34.4,31.8,37.1
New Jersey,Essex County,2013,166103,28.7,27.1,30.2,28.4,26.8,29.9
New Jersey,Gloucester County,2013,65336,30.3,27.9,32.7,29.7,27.3,32.3
New Jersey,Hudson County,2013,123096,23.9,22.2,25.7,24.1,22.5,25.9
New Jersey,Hunterdon County,2013,21434,22.3,20.4,24.4,21.7,19.5,24
New Jersey,Mercer County,2013,68091,24.6,22.6,26.8,24.3,22.1,26.4
New Jersey,Middlesex County,2013,155517,25,23.1,26.9,24.6,22.8,26.6
New Jersey,Monmouth County,2013,109120,23.2,21.2,25.1,22.6,20.5,24.5
New Jersey,Morris County,2013,78435,21,19.3,22.8,20.3,18.5,22.2
New Jersey,Ocean County,2013,121899,28.1,26,30.3,27.9,25.6,30.3
New Jersey,Passaic County,2013,94602,25.7,23.4,28.2,25.5,23.1,27.9
New Jersey,Salem County,2013,16618,33.9,31.5,36.1,33.6,31,36.1
New Jersey,Somerset County,2013,55450,22.6,20.5,24.7,22.1,20,24.3
New Jersey,Sussex County,2013,28802,26.2,23.8,28.6,25.5,23,28.1
New Jersey,Union County,2013,99671,24.7,22.6,26.7,24.3,22.3,26.5
New Jersey,Warren County,2013,23308,28.8,26.4,31.3,28.1,25.5,31
New Mexico,Bernalillo County,2013,107723,21.5,20,23.2,21.4,19.9,23.2
New Mexico,Catron County,2013,605,20.3,15.9,25.1,20.8,15.8,26.5
New Mexico,Chaves County,2013,13371,29.2,25.5,33,29.5,25.5,33.6
New Mexico,Cibola County,2013,6262,31.2,27.6,35.2,31.3,27.4,35.4
New Mexico,Colfax County,2013,2256,22,17.9,26.9,22.3,17.9,27.9
New Mexico,Curry County,2013,10782,30.5,26.9,34.1,30.5,27,34.1
New Mexico,De Baca County,2013,329,22.9,17.3,29,23.2,16.9,30
New Mexico,Do¤a Ana County,2013,35526,23.6,21.1,26.1,23.6,21.1,26.1
New Mexico,Eddy County,2013,12355,31.2,27.8,34.9,31.4,27.8,35.2
New Mexico,Grant County,2013,4882,21.8,18.5,25.4,22.4,18.6,26.4
New Mexico,Guadalupe County,2013,965,27.3,20.6,35.1,27.7,20.8,36
New Mexico,Harding County,2013,132,22.9,17,29.4,23.5,16.8,31.2
New Mexico,Hidalgo County,2013,776,22.9,17.4,29,23,17.2,29.4
New Mexico,Lea County,2013,15492,33.8,29.8,37.5,33.6,29.6,37.3
New Mexico,Lincoln County,2013,3161,19.9,16.7,23.4,20.2,16.5,24.3
New Mexico,Los Alamos County,2013,2628,19.9,16.7,23.9,19.5,16.1,23.7
New Mexico,Luna County,2013,4291,24.3,19.4,29.3,24.9,19.6,30.6
New Mexico,McKinley County,2013,17100,35.1,32.6,37.9,35,32.4,37.8
New Mexico,Mora County,2013,822,22.6,17.4,28.5,22.6,16.9,28.9
New Mexico,Otero County,2013,12055,25.1,21.9,28.6,25.3,22,29
New Mexico,Quay County,2013,2132,32,26.2,38.3,33.4,26.9,40.5
New Mexico,Rio Arriba County,2013,7187,24.5,20.7,28.8,24.7,20.7,29.1
New Mexico,Roosevelt County,2013,3735,26.9,22,31.8,27,22.1,31.9
New Mexico,Sandoval County,2013,23532,23.8,21.5,26.4,23.8,21.4,26.5
New Mexico,San Juan County,2013,28023,31.7,29.9,33.5,31.7,29.7,33.5
New Mexico,San Miguel County,2013,4933,22.6,18.5,27.3,22.9,18.4,28
New Mexico,Santa Fe County,2013,15695,13.7,12,15.4,13.5,11.8,15.5
New Mexico,Sierra County,2013,2008,21,16.8,25,22.1,17.3,27.3
New Mexico,Socorro County,2013,3352,26.3,21.7,31.8,26.5,21.6,32.2
New Mexico,Taos County,2013,4509,17.4,14.4,20.7,17.3,14.1,21
New Mexico,Torrance County,2013,3059,26.1,20.9,31.9,26.2,20.7,32.5
New Mexico,Union County,2013,938,27,21,33.2,27.5,21.4,34.3
New Mexico,Valencia County,2013,14684,26.6,23.1,30.5,26.5,22.9,30.6
New York,Albany County,2013,59820,25.4,21.9,29.4,25.1,21.5,29.1
New York,Allegany County,2013,10414,29.6,23.4,37,29.2,22.8,36.9
New York,Bronx County,2013,309585,30.4,27.7,33.4,30.3,27.6,33.2
New York,Broome County,2013,41216,27.3,22.8,32.5,26.9,22.1,32.3
New York,Cattaraugus County,2013,16502,28.1,22.5,34.6,27.7,21.9,34.3
New York,Cayuga County,2013,18676,30.6,24.6,37.4,30,23.8,37.3
New York,Chautauqua County,2013,29716,29.6,24.8,34.7,29.3,24.3,34.8
New York,Chemung County,2013,19471,29.1,23.2,35.6,28.7,22.7,35.5
New York,Chenango County,2013,11450,30.3,24,37.1,29.8,23.2,37.1
New York,Clinton County,2013,19243,30.3,24.6,36.5,30,24.1,36.1
New York,Columbia County,2013,12307,25,19.8,30.5,24.1,18.7,30
New York,Cortland County,2013,9736,26.8,20.4,34.1,26.5,20.1,34
New York,Delaware County,2013,10167,27.9,22,34.4,27.2,20.9,34.2
New York,Dutchess County,2013,58342,25.9,22,30,25.4,21.3,29.6
New York,Erie County,2013,187774,26.7,24,29.5,26.3,23.4,29.4
New York,Essex County,2013,8492,27.3,21.5,33.9,26.6,20.6,33.6
New York,Franklin County,2013,11985,30.3,24,37.2,29.9,23.5,37
New York,Fulton County,2013,12612,30.1,24.1,36.4,29.6,23.4,36.4
New York,Genesee County,2013,12142,26.8,21,33.4,26.2,20.4,33.2
New York,Greene County,2013,10713,27.9,21.7,34.2,27.3,20.9,33.9
New York,Hamilton County,2013,1032,26.1,19.7,34.4,25,18.2,33.7
New York,Herkimer County,2013,14470,29.6,23.5,36.6,29.3,22.9,36.7
New York,Jefferson County,2013,24680,28.4,23,34.2,28.5,23.1,34.2
New York,Kings County,2013,439411,22.7,21,24.3,22.7,21,24.4
New York,Lewis County,2013,6769,33.7,26.6,41.1,33.4,26,41
New York,Livingston County,2013,15285,31.2,24.8,38,30.7,24.1,37.7
New York,Madison County,2013,14088,26.1,20.7,32.8,25.5,20,32.4
New York,Monroe County,2013,155669,27.7,24.9,30.7,27.3,24.5,30.5
New York,Montgomery County,2013,9694,26,19.8,32.5,25.4,19.2,32.2
New York,Nassau County,2013,238945,23.5,21.2,26,22.9,20.5,25.5
New York,New York County,2013,198580,14.7,13.3,16.2,14.8,13.5,16.3
New York,Niagara County,2013,50055,30.4,25.8,34.9,29.8,25.1,34.8
New York,Oneida County,2013,55469,31.4,26.4,36.7,31,25.9,36.4
New York,Onondaga County,2013,97423,27.9,24.5,31.6,27.5,23.9,31.4
New York,Ontario County,2013,24400,29.4,24,35.2,28.8,23,34.9
New York,Orange County,2013,76235,28.8,24.5,33.2,28.3,24.2,32.9
New York,Orleans County,2013,9265,28.5,22.1,36,27.8,21.3,35.7
New York,Oswego County,2013,26323,29.2,23.6,35.1,28.7,23,34.7
New York,Otsego County,2013,12339,26,20.5,32.2,25.6,19.9,32.3
New York,Putnam County,2013,18115,24.1,18.7,30,23.2,17.8,29.4
New York,Queens County,2013,424895,23.8,21.8,25.9,23.6,21.6,25.7
New York,Rensselaer County,2013,33332,27.4,22.6,32.5,26.9,22,32.3
New York,Richmond County,2013,99997,28.2,24.4,32,27.7,23.9,31.7
New York,Rockland County,2013,50041,22.4,18.2,27,21.9,17.6,26.7
New York,St. Lawrence County,2013,23423,28.2,23.1,34.1,27.9,22.6,33.9
New York,Saratoga County,2013,45503,26.7,22.6,31,26.2,22,30.6
New York,Schenectady County,2013,30385,26.1,21.6,31.3,25.6,21,31
New York,Schoharie County,2013,6396,26.2,20.4,33.1,25.5,19.4,32.7
New York,Schuyler County,2013,4433,30.8,23.8,38.7,30.2,22.7,38.4
New York,Seneca County,2013,7864,28.9,22.7,35.5,28.5,22.1,35.3
New York,Steuben County,2013,22916,30.8,24.9,36.9,30.4,24.2,36.9
New York,Suffolk County,2013,259722,23.1,21,25.3,22.7,20.5,25.1
New York,Sullivan County,2013,17083,29.3,23.5,35.4,28.8,22.8,35.3
New York,Tioga County,2013,11076,29.3,22.9,35.8,28.8,22.2,36
New York,Tompkins County,2013,19925,25.3,19.8,31.2,25.4,20,31.2
New York,Ulster County,2013,38484,27.2,22.7,32.2,26.7,22,31.9
New York,Warren County,2013,14061,27.4,21.8,33.5,26.8,20.6,33.4
New York,Washington County,2013,15530,31.9,25.3,39,31.5,24.6,38.8
New York,Wayne County,2013,21009,30.2,24.2,36.9,29.6,23.3,36.4
New York,Westchester County,2013,145743,20.3,17.9,22.9,19.8,17.3,22.4
New York,Wyoming County,2013,8333,25.6,19.8,32.3,25.1,19.1,31.8
New York,Yates County,2013,4902,26.6,20.3,33.5,26,19.4,33.4
North Carolina,Alamance County,2013,40072,35.1,31,39.2,35.2,30.9,39.5
North Carolina,Alexander County,2013,9607,34,27.5,40.2,34.2,27.5,40.6
North Carolina,Alleghany County,2013,2355,27.1,20.7,33.7,27,20.2,34.1
North Carolina,Anson County,2013,6912,34.6,27.8,41.9,34.5,27.5,42
North Carolina,Ashe County,2013,6268,29.1,23.1,35.6,29.3,22.8,36.1
North Carolina,Avery County,2013,3734,26,20,32.8,26.1,19.6,33.3
North Carolina,Beaufort County,2013,12045,33,27.3,39,33.2,27.1,40
North Carolina,Bertie County,2013,5704,35.5,28.6,42.3,35.3,28.2,42.6
North Carolina,Bladen County,2013,10088,38.2,32.3,44.9,38.2,31.9,45.3
North Carolina,Brunswick County,2013,26084,28,24.1,31.7,28.5,24.1,32.8
North Carolina,Buncombe County,2013,45345,23.5,20.7,26.3,23.3,20.4,26.3
North Carolina,Burke County,2013,22277,32.4,27.2,37.8,32.5,26.9,38.2
