State,County,percent,Poverty
Wisconsin,Jackson County,32.6,14.6
Wisconsin,Jefferson County,29.4,10.6
Wisconsin,Juneau County,35.8,14.3
Wisconsin,Kenosha County,32.9,15.2
Wisconsin,Kewaunee County,33.5,8.9
Wisconsin,La Crosse County,28.3,14.8
Wisconsin,Lafayette County,35.3,10.8
Wisconsin,Langlade County,29.9,16
Wisconsin,Lincoln County,32.8,10.2
Wisconsin,Manitowoc County,30.8,10
Wisconsin,Marathon County,29.5,10.6
Wisconsin,Marinette County,35.3,12.9
Wisconsin,Marquette County,34.9,13.9
Wisconsin,Menominee County,42.5,35.2
Wisconsin,Milwaukee County,32.9,21.5
Wisconsin,Monroe County,33,15.1
Wisconsin,Oconto County,30.4,9.4
Wisconsin,Oneida County,32.8,10.4
Wisconsin,Outagamie County,30.1,8.9
Wisconsin,Ozaukee County,27.1,5.2
Wisconsin,Pepin County,34.2,13.1
Wisconsin,Pierce County,30.3,12.1
Wisconsin,Polk County,30.3,10.3
Wisconsin,Portage County,33.4,15.1
Wisconsin,Price County,34,13.7
Wisconsin,Racine County,32.9,12.5
Wisconsin,Richland County,31.8,15
Wisconsin,Rock County,36.9,15
Wisconsin,Rusk County,31.7,16
Wisconsin,St. Croix County,26.2,6.5
Wisconsin,Sauk County,32.5,12.3
Wisconsin,Sawyer County,29.7,16.7
Wisconsin,Shawano County,33.8,11
Wisconsin,Sheboygan County,29.4,9.2
Wisconsin,Taylor County,34.4,12.5
Wisconsin,Trempealeau County,29.6,10.7
Wisconsin,Vernon County,32.8,16
Wisconsin,Vilas County,27.7,14.4
Wisconsin,Walworth County,25.1,13.5
Wisconsin,Washburn County,30.8,13.1
Wisconsin,Washington County,29.2,5.6
Wisconsin,Waukesha County,27.5,5.3
Wisconsin,Waupaca County,28.5,10.4
Wisconsin,Waushara County,32.9,10.3
Wisconsin,Winnebago County,31.9,12
Wisconsin,Wood County,32.3,11
Wyoming,Albany County,23.3,26.9
Wyoming,Big Horn County,28.9,12.1
Wyoming,Campbell County,34.3,7.2
Wyoming,Carbon County,28.2,15.3
Wyoming,Converse County,28.3,9.4
Wyoming,Crook County,25.9,5
Wyoming,Fremont County,28.3,14.2
Wyoming,Goshen County,29.9,17.9
Wyoming,Hot Springs County,27,10.7
Wyoming,Johnson County,21.1,6.3
Wyoming,Laramie County,29.7,10.1
Wyoming,Lincoln County,25.6,7.9
Wyoming,Natrona County,29.4,10.7
Wyoming,Niobrara County,25.5,14.9
Wyoming,Park County,25.5,7.2
Wyoming,Platte County,28,16.1
Wyoming,Sheridan County,23.3,8.3
Wyoming,Sublette County,23.5,8.1
Wyoming,Sweetwater County,31.7,11.5
Wyoming,Teton County,12.7,7.4
Wyoming,Uinta County,27.9,13.7
Wyoming,Washakie County,27.7,13.8
Wyoming,Weston County,29.2,14.1
